keyword,location,page,position,company,jobkey,jobTitle,jobDescription
nursing,India,1,2,Apollo Life,ed2a81f77af8656c,Nurses,"<div>
 <div>
  <div>
   <div>
    <div>
     <h4 class=""jobSectionHeader""><b>Skills</b></h4> 
     <p>Registered Nurse with 2 yrs of exp</p> 
    </div>
    <p></p>
    <div>
     <h4 class=""jobSectionHeader""><b>Qualification</b></h4> 
     <ul>
      <li>DGNM/BSC Nursing</li> 
      <li>Good Communication Skills</li> 
     </ul>
    </div>
    <div>
     <h4 class=""jobSectionHeader""><b>Job Responsibilities</b></h4> 
     <ul>
      <li>Assessing and treating employees at Occupational Health centre who are injured or become ill at work.</li> 
      <li>Giving sickness absence advice.</li> 
      <li>Maintaining and analysing employee health records.</li> 
      <li>Developing and managing emergency procedures.</li> 
      <li>Be able to maintain detailed and accurate records and reports.</li> 
      <li>Be responsible for effective communication with patients</li>
     </ul>
    </div>
   </div>
  </div>
 </div>
</div>"
nursing,India,1,0,Sri Ram Hospital,dc7f7c77227818e8,Staff Nurses,"We are on the search for well-qualified professionals capable of making a mark by nurturing the values and vision of our hospital with their expertise in respective areas. If you would like to be part of a group of enthusiastic professionals in providing quality healthcare, apply 
<br>
<div>
 <div>
  <div>
   <h5 class=""jobSectionHeader""><b>Staff Nurses</b></h5> 
  </div>
 </div>
 <div>
  <div>
   <p>GNM, Post Basic BSc, BSc Nursing from an institution recognised by the Indian Nursing Council.</p> 
  </div>
 </div>
 <div>
  <div>
   <div>
    <div>
     <div>
      <div>
       Candidates should have a registration from the Karnataka Nurses and Midwives’ Council. Fresher’s can also apply. 1-2 years of experience is preferable. Those who are interested can attend for the walk- in-interview on every Tuesdays and Thursdays or send your resume to: Email: <b>hr.sriramhospital@gmail.com</b>
      </div>
     </div>
    </div>
   </div>
  </div>
 </div>
</div>"
plumber,India,1,9,Design Consultants Architects,94b45b756516ec9c,Plumbing Consultant,"<h2 class=""jobSectionHeader""><b>We are looking for a talented candidate in Plumbing Consultancy with a diverse portfolio encompassing high-end villas, factories, institutional buildings, commercial spaces, Apartments. The candidate should have knowledge of </b><b>sewerage -</b><b> which includes studying existing contours, designing sewer lines based on this data, preparing drawings for sewer laying, detailing specifications for drainage systems, and designing septic tank/sewage treatment/disposal systems. the candidate should have knowledge of S</b><b>torm water drainage - </b><b>which includes studying existing contours, proposing a drainage system, designing roof and area drainage lines, preparing drawings for collection lines and channels, and designing a rainwater harvesting system based on site strata. The applicant should have strong knowledge of </b><b>Water supply - </b><b>which includes studying water requirements, designing water lines from sources to storage, analyzing water quality for treatment, designing treatment facilities, determining storage options, designing distribution pipelines, and preparing drawings and specifications for pipelines and components. The candidate should have experience in </b><b>Toilet layouts - </b><b>in which the plan includes designing layouts with concealed pipes for soil waste, wastewater, and water supply, along with accessory details. Wall elevations will be provided after finalizing dado tile sizes by the Architect/Client and receiving unfolded toilet wall elevations from Interiors. The candidate should have hands-on experience in material selection, specifications, and vendor selection, the plan involves advising on suitable materials, providing technical specifications, Tendering and assisting in contractor selection if needed.</b><br> <b> </b><br> <b>Experience :</b><br> <b>Min. 10 years</b><br> <b> </b><br> <b>Work Commitment :</b><br> <b>A minimum commitment of 3 years is required.</b></h2>"
plumber,India,1,12,Shri Vile Parle Kelavani Mandal,ef77129116a72719,Plumber,"<div>
 <p><b>Plumber </b></p>
 <p>Interpret blueprints and building specifications to map layout for pipes, drainage systems, and other plumbing materials. Install pipes and fixtures, such as sinks and toilets, for water, gas, steam, air, or other liquids. Install supports for pipes, equipment, and fixtures prior to installation. </p>
 <p>Plumbers install and repair water supply lines, waste disposal systems, and related appliances and fixtures to keep homes and businesses flowing smoothly. Being a plumber is physically demanding the presence of a person in shifts. </p>
 <p><b>Responsibilities and Duties </b></p>
 <ul>
  <li>Install and repair pipes and fixtures and open clogged drains. </li>
  <li>Diagnose, maintain, and repair plumbing systems </li>
  <li>Respond to plumbing calls and Emergency repairs required within the Campus and hostels </li>
  <li>Operates and maintains pumps and water treatment systems, hot and cold water systems and similar components, water well, etc. </li>
  <li>Fit appliances such as heaters, toilets, sinks and baths </li>
  <li>Cut openings in floors and walls to accommodate pipe and pipe fittings. </li>
  <li>Install and maintain heating systems </li>
  <li>Liaise with contractors and assist with fitting bathrooms </li>
  <li>Adhere to current rules and regulations related to plumbing so that systems pass inspection the first time. </li>
  <li>Utilize appropriate plumbing and shop tools. Cut and thread pipes. </li>
  <li>Install vents and traps in the plumbing system, in accordance with required codes. </li>
  <li>Daily checks around the campus and keep a check list on day-to-day basis </li>
  <li>Maintain complaint register and details of its closure </li>
  <li>Maintain stores and tools with proper care </li>
  <li>Ensure all the fittings are maintained in safe condition </li>
  <li>Handle all the local communications for permits &amp; licenses, fire &amp; safety measures, other government norms &amp; regulations. </li>
 </ul>
 <p><b>Required Experience, Skills and Qualifications </b></p>
 <ul>
  <li>Degree/Diploma preferred but not essential. </li>
  <li>3+ years' technical and trade experience &amp; current plumbing license </li>
  <li>In-depth knowledge of maintenance and repairs of plumbing systems </li>
  <li>Understanding of the current regulations within the field </li>
  <li>Excellent interpersonal communication skills on a technical level </li>
  <li>Able to work both independently and as part of a team </li>
  <li>Should be well versed with local language as well as English/Hindi </li>
 </ul>
 <p><b>Education: </b></p>
 <ul>
  <li>Higher Secondary (12th Pass) (Required)/Diploma/ITI/Certification in plumbing works </li>
  <li>Plumbing License with validity date.</li>
 </ul>
</div>"
plumber,India,1,7,iCRC,51c9f1b005ba711f,Engineer - Plumbing & Fire Protection,"1. Revit and AutoCAD expertise 
<br>
<br> 2. Experience with sizing and development of water, sanitary, vent and compressed air piping 
<br>
<br> 3. Developing riser diagrams 
<br>
<br> 4. Ability to select plumbing fixtures 
<br>
<br> 5. Development of schedules 
<br>
<br> 6. Ability to review submittals and respond to RFIs 
<br>
<br> 7. Experience with sizing and development of sprinkler piping 
<br>
<br> 8. Knowledge of Fire Suppression Systems for Data Centers 
<br>
<br> 9. Ability to review submittals and respond to RFIs 
<br>
<br> 10. Candidate should be well versed with IPC, UPC, ASPE &amp; other international codes &amp; standards preferrably USA"
nursing,India,1,1,Rama Hospital,a7b23bdeb6b01c65,Nursing(Nursing),"<div>
 <div>
  <p><b>Qualification:ANS/DNS</b><br> <b>Experience :Kanpur</b><br> <b>Location :Kanpur</b> </p>
  <p>Details: <br> Bsc Nursing / MSc Nursing with good experience in managing and monitoring of nursing services and patient care.</p>
 </div>
</div>"
plumber,India,1,11,Shri Vile Parle Kelavani Mandal,b82ce8c903f57b22,Plumber,"<div>
 <ul>
  <li>Install and repair pipes and fixtures and open clogged drains. </li>
  <li>Diagnose, maintain, and repair plumbing systems </li>
  <li>Respond to plumbing calls and Emergency repairs required within the Campus and hostels </li>
  <li>Operates and maintains pumps and water treatment systems, hot and cold water systems and similar components, water well, etc. </li>
  <li>Fit appliances such as heaters, toilets, sinks and baths </li>
  <li>Cut openings in floors and walls to accommodate pipe and pipe fittings. </li>
  <li>Install and maintain heating systems </li>
  <li>Liaise with contractors and assist with fitting bathrooms </li>
  <li>Adhere to current rules and regulations related to plumbing so that systems pass inspection the first time. </li>
  <li>Utilize appropriate plumbing and shop tools. Cut and thread pipes. </li>
  <li>Install vents and traps in the plumbing system, in accordance with required codes. </li>
  <li>Daily checks around the campus and keep a check list on day-to-day basis </li>
  <li>Maintain complaint register and details of its closure </li>
  <li>Maintain stores and tools with proper care </li>
  <li>Ensure all the fittings are maintained in safe condition </li>
  <li>Handle all the local communications for permits &amp; licenses, fire &amp; safety measures, other government norms &amp; regulations.</li>
 </ul>
</div>"
plumber,India,1,2,IHCL,21b7d9e55832738f,Plumber,"Job Responsibilities 
<br>
<div>
 <ul>
  <li>Install, repair, and maintain pipes, valves, fittings, drainage systems, and fixtures in commercial and residential structures. </li>
  <li>Collaborate with general contractors, electricians, and other construction professionals. </li>
  <li>Follow building plans and blueprints. </li>
  <li>Respond to, diagnose, and resolve plumbing emergencies. </li>
  <li>Perform routine inspections of plumbing and drainage systems. </li>
  <li>Light construction, carpentry, painting, plastering, flooring, ceiling and electrical work as required. </li>
  <li>Prepare bids, budgets, and cost estimates. </li>
  <li>Keep accurate records of time spent working, description of work performed and materials used.</li>
 </ul>
</div> 
<br>Job Requirements
<br>
<div></div>"
manufacturing,India,1,12,Sansera Engineering,5b3da5f33787f404,Metallurgy Engineer for Sealed quench furnace,"<ul>
 <li>Previous experience working with sealed quench furnaces and heat treatment processes</li>
 <li>Strong knowledge of metallurgical principles and heat treatment techniques</li>
 <li>Excellent problem-solving and analytical skills</li>
 <li>Good communication and teamwork abilities</li>
 <li>Ability to work in a fast-paced and dynamic manufacturing environment</li>
 <li>Strong knowledge of Excel and Power point</li>
</ul>"
plumber,India,1,5,Florican Enterprises,3e27fecc93059e36,Hiring for Plumbing Engineer,"<div></div>
<div>
 <p>Home <b>›</b>Vacancy <b>›</b> Job openings for plumbing engineer in bangalore</p> 
 <div>
  <div>
   <div>
    <div>
     Hiring For Plumbing Engineer
    </div> 
    <p>Bangalore</p> 
   </div>
  </div>
  <p></p>
  <div>
   <div>
    Share
   </div>
   <br> 
  </div>
  <br> 
  <p>Proficient in AutoCAD software for plumbing and fire system <br> design and drafting.<br>  Knowledgeable about plumbing and fire systems, including <br> design principles and regulations.<br>  Capable of conducting plumbing and fire load calculations to <br> ensure proper system sizing and functionality.<br>  Preparation of Bill of Quantities (B.O.Q) for plumbing and fire <br> system�drawings.<br> Experienced in executing plumbing works on-site, <br> coordinating with other teams and contractors to ensure <br> project success.<br>  Detail-oriented with comprehensive knowledge of site <br> execution processes, including quality control and safety <br> compliance.<br> This role requires a proactive individual with strong technical <br> skills in plumbing and fire engineering, as well as the ability to <br> effectively execute projects from design to�implementation.</p> 
  <div>
   <div>
    <div>
     <div>
      Experience
     </div> 
     <div>
      2 - 3 Years
     </div> 
    </div>
    <br> 
    <div>
     <div>
      Salary
     </div> 
     <div>
      3 Lac To 3 Lac 50 Thousand P.A.
     </div> 
    </div>
    <br> 
    <div>
     <div>
      Industry
     </div> 
     <div>
      Engineering / Engineering Design / R&amp;D / Quality
     </div> 
    </div>
    <br> 
    <div>
     <div>
      Qualification
     </div> 
     <div>
      B.E
     </div> 
    </div>
    <br> 
    <div>
     <div>
      Key Skills
     </div> 
     <div>
      AutoCAD
     </div>
    </div>
   </div>
  </div>
 </div>
</div>
<p></p>"
